group,status,lca_node,member_count,extra_nodes,missing_nodes,subgroups,extra_count,missing_count,polytomy_details
JACOYM01,monophyletic,internal_16,3,,,,0,0,
JACOZM01,monophyletic,internal_23,3,,,,0,0,
JACOZO01,monophyletic,internal_26,2,,,,0,0,
JACOZP01,monophyletic,internal_26,4,,,,0,0,
JACPAH01,monophyletic,internal_18,3,,,,0,0,
JACPAO01,monophyletic,internal_18,2,,,,0,0,
JACPBO01,monophyletic,internal_23,2,,,,0,0,
JACPBV01,monophyletic,internal_30,2,,,,0,0,
JACPCA01,monophyletic,internal_24,2,,,,0,0,
JACPCE01,monophyletic,internal_22,3,,,,0,0,
JACPDF01,monophyletic,internal_29,2,,,,0,0,
JACPDL01,monophyletic,internal_18,3,,,,0,0,
JACPGT01,monophyletic,internal_14,3,,,,0,0,
JACPIF01,monophyletic,internal_25,3,,,,0,0,
JACPIK01,monophyletic,internal_28,2,,,,0,0,
JACPIL01,monophyletic,internal_26,16,,,,0,0,
JACPIM01,monophyletic,internal_20,4,,,,0,0,
JACPIN01,monophyletic,internal_16,4,,,,0,0,
JACPJP01,monophyletic,internal_28,13,,,,0,0,
JACPJW01,monophyletic,internal_18,2,,,,0,0,
JACPKT01,monophyletic,internal_22,2,,,,0,0,
JACPLR01,monophyletic,internal_20,21,,,,0,0,
JACPNA01,monophyletic,internal_26,4,,,,0,0,
JACPNE01,monophyletic,internal_20,3,,,,0,0,
JACPNH01,monophyletic,internal_17,2,,,,0,0,
JACPNN01,monophyletic,internal_21,2,,,,0,0,
JACPRH01,monophyletic,internal_25,2,,,,0,0,
JACPTG01,monophyletic,internal_23,2,,,,0,0,
JACPVU01,monophyletic,internal_19,3,,,,0,0,
JACPZZ01,monophyletic,internal_12,7,,,,0,0,
JACQIA01,monophyletic,internal_22,4,,,,0,0,
JACQIC01,monophyletic,internal_28,2,,,,0,0,
JACQID01,monophyletic,internal_17,5,,,,0,0,
JACQIF01,monophyletic,internal_12,2,,,,0,0,
JACQIG01,monophyletic,internal_19,2,,,,0,0,
JACQJF01,monophyletic,internal_22,3,,,,0,0,
JACQLK01,monophyletic,internal_32,5,,,,0,0,
JACQMS01,monophyletic,internal_25,3,,,,0,0,
JACQMU01,monophyletic,internal_28,2,,,,0,0,
JACQNA01,monophyletic,internal_21,2,,,,0,0,
JACQNH01,monophyletic,internal_15,3,,,,0,0,
JACQNJ01,monophyletic,internal_18,3,,,,0,0,
JACQNV01,monophyletic,internal_15,2,,,,0,0,
JACQNW01,monophyletic,internal_19,2,,,,0,0,
JACQNX01,monophyletic,internal_19,3,,,,0,0,
JACQOD01,monophyletic,internal_20,2,,,,0,0,
JACQPM01,monophyletic,internal_16,2,,,,0,0,
JACQRY01,monophyletic,internal_25,2,,,,0,0,
JACQSP01,monophyletic,internal_22,2,,,,0,0,
JACQSR01,monophyletic,internal_26,4,,,,0,0,
JACQSS01,monophyletic,internal_21,2,,,,0,0,
JACQSU01,monophyletic,internal_25,3,,,,0,0,
JACQX01,monophyletic,internal_24,2,,,,0,0,
JACRAC01,monophyletic,internal_13,3,,,,0,0,
JACRDW01,monophyletic,internal_16,2,,,,0,0,
JACRGC01,monophyletic,internal_11,7,,,,0,0,
JACRKF01,monophyletic,internal_22,2,,,,0,0,
JACRKG01,monophyletic,internal_29,2,,,,0,0,
JACRPH01,monophyletic,internal_23,7,,,,0,0,
JACRPI01,monophyletic,internal_22,5,,,,0,0,
JACTUA01,monophyletic,internal_18,9,,,,0,0,
JACTUC01,monophyletic,internal_17,2,,,,0,0,
JACWAH01,monophyletic,internal_29,4,,,,0,0,
JACXTP01,monophyletic,internal_32,5,,,,0,0,
JADGNF01,monophyletic,internal_36,26,,,,0,0,
JAEHKU01,monophyletic,internal_24,2,,,,0,0,
JAFAQB01,monophyletic,internal_28,5,,,,0,0,
JAFCBV01,monophyletic,internal_13,4,,,,0,0,
JAFCCJ01,monophyletic,internal_19,2,,,,0,0,
JAFCCL01,monophyletic,internal_21,7,,,,0,0,
JAFCCZ01,monophyletic,internal_22,2,,,,0,0,
JAFCDQ01,monophyletic,internal_25,3,,,,0,0,
JAFCEV01,monophyletic,internal_32,5,,,,0,0,
JAFCEW01,monophyletic,internal_15,2,,,,0,0,
JAFCFN01,monophyletic,internal_22,2,,,,0,0,
JAFCFP01,monophyletic,internal_20,2,,,,0,0,
JAFCFT01,monophyletic,internal_11,2,,,,0,0,
JAFCGM01,monophyletic,internal_11,2,,,,0,0,
JAFCGN01,monophyletic,internal_11,2,,,,0,0,
JAFGAZ01,monophyletic,internal_18,4,,,,0,0,
JAFGBZ01,monophyletic,internal_21,2,,,,0,0,
JAFGCE01,monophyletic,internal_25,2,,,,0,0,
JAFGCN01,monophyletic,internal_11,3,,,,0,0,
JAFGDB01,monophyletic,internal_23,2,,,,0,0,
JAFGDG01,monophyletic,internal_20,2,,,,0,0,
JAFGDH01,monophyletic,internal_19,3,,,,0,0,
JAFGFG01,monophyletic,internal_16,10,,,,0,0,
JAFGGT01,monophyletic,internal_14,2,,,,0,0,
JAFGLI01,monophyletic,internal_22,2,,,,0,0,
JAFGLL01,monophyletic,internal_25,7,,,,0,0,
JAFGMR01,monophyletic,internal_18,2,,,,0,0,
JAFGOA01,monophyletic,internal_24,4,,,,0,0,
JAFGOM01,monophyletic,internal_20,3,,,,0,0,
JAFGPP01,monophyletic,internal_23,2,,,,0,0,
JAFGQV01,monophyletic,internal_20,3,,,,0,0,
JAFGSV01,monophyletic,internal_17,3,,,,0,0,
JAFMDN01,monophyletic,internal_24,3,,,,0,0,
JAFNFQ01,monophyletic,internal_26,2,,,,0,0,
JAFNKG01,monophyletic,internal_20,2,,,,0,0,
JAGDXO01,monophyletic,internal_26,3,,,,0,0,
JAGDXR01,monophyletic,internal_26,2,,,,0,0,
JAGDXZ01,monophyletic,internal_14,6,,,,0,0,
JAGDYD01,monophyletic,internal_16,7,,,,0,0,
JAGGVH01,monophyletic,internal_13,3,,,,0,0,
JAGGXF01,monophyletic,internal_12,2,,,,0,0,
JAGGXW01,monophyletic,internal_17,6,,,,0,0,
JAGGZI01,monophyletic,internal_14,2,,,,0,0,
JAGGZK01,monophyletic,internal_21,3,,,,0,0,
JAGHDU01,monophyletic,internal_25,3,,,,0,0,
JAGLEG01,monophyletic,internal_23,4,,,,0,0,
JAGLGH01,monophyletic,internal_24,3,,,,0,0,
JAGLME01,monophyletic,internal_24,4,,,,0,0,
JAGLML01,monophyletic,internal_23,6,,,,0,0,
JAGLQM01,monophyletic,internal_26,3,,,,0,0,
JAGLSY01,monophyletic,internal_25,4,,,,0,0,
JAGLWF01,monophyletic,internal_23,2,,,,0,0,
JAGLWP01,monophyletic,internal_33,5,,,,0,0,
JAGLWW01,monophyletic,internal_14,5,,,,0,0,
JAGLXL01,monophyletic,internal_17,2,,,,0,0,
JAGLYK01,monophyletic,internal_33,4,,,,0,0,
JAGLZJ01,monophyletic,internal_26,2,,,,0,0,
JAGLZW01,monophyletic,internal_29,2,,,,0,0,
JAGMCJ01,monophyletic,internal_23,8,,,,0,0,
JAGMDE01,monophyletic,internal_27,2,,,,0,0,
JAGMEO01,monophyletic,internal_21,2,,,,0,0,
JAGTQI01,monophyletic,internal_28,14,,,,0,0,
JAGTQN01,monophyletic,internal_16,2,,,,0,0,
JAGTQT01,monophyletic,internal_34,2,,,,0,0,
JAGTQV01,monophyletic,internal_26,3,,,,0,0,
JAGTRB01,monophyletic,internal_21,4,,,,0,0,
JAGTRI01,monophyletic,internal_25,7,,,,0,0,
JAGVFW01,monophyletic,internal_15,2,,,,0,0,
JAGVNG01,monophyletic,internal_29,5,,,,0,0,
JAGVNX01,monophyletic,internal_19,4,,,,0,0,
JAGVQG01,monophyletic,internal_26,2,,,,0,0,
JAGVVV01,monophyletic,internal_19,2,,,,0,0,
JAGVVZ01,monophyletic,internal_17,3,,,,0,0,
JAGVWH01,monophyletic,internal_10,3,,,,0,0,
JAGVWJ01,monophyletic,internal_23,3,,,,0,0,
JAGVWS01,monophyletic,internal_22,2,,,,0,0,
JAGVWT01,monophyletic,internal_32,3,,,,0,0,
JAGVXD01,monophyletic,internal_30,3,,,,0,0,
JAGVXH01,monophyletic,internal_26,49,,,,0,0,
JAGVXL01,monophyletic,internal_16,2,,,,0,0,
JAGVXW01,monophyletic,internal_28,2,,,,0,0,
JAGVXZ01,monophyletic,internal_17,2,,,,0,0,
JAGVYD01,monophyletic,internal_22,2,,,,0,0,
JAGVYE01,monophyletic,internal_26,2,,,,0,0,
JAGVYF01,monophyletic,internal_21,2,,,,0,0,
JAGVYU01,monophyletic,internal_23,2,,,,0,0,
JAGVYX01,monophyletic,internal_26,3,,,,0,0,
JAGVZC01,monophyletic,internal_19,2,,,,0,0,
JAGVZF01,monophyletic,internal_17,2,,,,0,0,
JAGVZJ01,monophyletic,internal_18,3,,,,0,0,
JAGVZM01,monophyletic,internal_21,2,,,,0,0,
JAGVZZ01,monophyletic,internal_22,11,,,,0,0,
JAGWAC01,monophyletic,internal_19,4,,,,0,0,
JAGWFU01,monophyletic,internal_19,3,,,,0,0,
JAGWGI01,monophyletic,internal_18,7,,,,0,0,
JAGWGW01,monophyletic,internal_20,2,,,,0,0,
JAGXOS01,monophyletic,internal_22,2,,,,0,0,
JAHENP01,monophyletic,internal_26,4,,,,0,0,
JAHFHC01,monophyletic,internal_16,4,,,,0,0,
JAHFKM01,monophyletic,internal_19,4,,,,0,0,
JAHFOI01,monophyletic,internal_27,2,,,,0,0,
JAHFRS01,monophyletic,internal_24,3,,,,0,0,
JAHFTW01,monophyletic,internal_19,13,,,,0,0,
JAHIDZ01,monophyletic,internal_16,2,,,,0,0,
JAHILJ01,monophyletic,internal_33,3,,,,0,0,
JAHIMK01,monophyletic,internal_21,2,,,,0,0,
JAHIRU01,monophyletic,internal_20,2,,,,0,0,
JAHIUF01,monophyletic,internal_27,2,,,,0,0,
JAHIYG01,monophyletic,internal_16,5,,,,0,0,
JAHJBD01,monophyletic,internal_28,2,,,,0,0,
JAHJBR01,monophyletic,internal_16,8,,,,0,0,
JAHJEM01,monophyletic,internal_28,4,,,,0,0,
JAHJSX01,monophyletic,internal_14,3,,,,0,0,
JAHKAF01,monophyletic,internal_34,2,,,,0,0,
JAHKLT01,monophyletic,internal_16,3,,,,0,0,
JAHKLV01,monophyletic,internal_15,2,,,,0,0,
JAHKLY01,monophyletic,internal_14,2,,,,0,0,
JAHLMN01,monophyletic,internal_16,5,,,,0,0,
JAHLMO01,monophyletic,internal_18,7,,,,0,0,
JAHLMP01,monophyletic,internal_12,3,,,,0,0,
JAHLMS01,monophyletic,internal_14,2,,,,0,0,
JAHPYV01,monophyletic,internal_12,2,,,,0,0,
JAHRAL01,monophyletic,internal_33,5,,,,0,0,
JAHWHD01,monophyletic,internal_22,2,,,,0,0,
JAHWHQ01,monophyletic,internal_32,3,,,,0,0,
JAHWIB01,monophyletic,internal_23,2,,,,0,0,
JAHWIC01,monophyletic,internal_25,3,,,,0,0,
JAIFVW01,monophyletic,internal_25,2,,,,0,0,
JAIOTO01,monophyletic,internal_22,3,,,,0,0,
JAIPET01,monophyletic,internal_32,2,,,,0,0,
JAIVGT01,monophyletic,internal_18,2,,,,0,0,
JAIXNB01,monophyletic,internal_10,2,,,,0,0,
JAJISG01,monophyletic,internal_25,6,,,,0,0,
JAJISJ01,monophyletic,internal_24,2,,,,0,0,
JAJISK01,monophyletic,internal_25,8,,,,0,0,
JAJIZT01,monophyletic,internal_33,2,,,,0,0,
JAJNBK01,monophyletic,internal_27,7,,,,0,0,
JAJOKI01,monophyletic,internal_16,3,,,,0,0,
JAJPHT01,monophyletic,internal_19,5,,,,0,0,
JAJRAG01,monophyletic,internal_27,5,,,,0,0,
JAJRAL01,monophyletic,internal_30,3,,,,0,0,
JAJRAN01,monophyletic,internal_29,6,,,,0,0,
JAJRCM01,monophyletic,internal_18,4,,,,0,0,
JAJRCY01,monophyletic,internal_18,3,,,,0,0,
JAJRQD01,monophyletic,internal_22,2,,,,0,0,
JAJRWI01,monophyletic,internal_17,3,,,,0,0,
JAJRWK01,monophyletic,internal_20,3,,,,0,0,
JAJSAE01,monophyletic,internal_22,2,,,,0,0,
JAJSAI01,monophyletic,internal_9,2,,,,0,0,
JAJYEA01,monophyletic,internal_25,5,,,,0,0,
JAJYIA01,monophyletic,internal_19,2,,,,0,0,
JAJYUY01,monophyletic,internal_19,7,,,,0,0,
JAJYVH01,monophyletic,internal_14,13,,,,0,0,
JAJYXL01,monophyletic,internal_15,6,,,,0,0,
JAJZAB01,monophyletic,internal_17,13,,,,0,0,
JAJZDT01,monophyletic,internal_18,2,,,,0,0,
JAJZIU01,monophyletic,internal_20,2,,,,0,0,
JAJZIZ01,monophyletic,internal_20,8,,,,0,0,
JAJZMY01,monophyletic,internal_13,5,,,,0,0,
JAJZNA01,monophyletic,internal_19,13,,,,0,0,
JAJZND01,monophyletic,internal_19,2,,,,0,0,
JAJZOD01,monophyletic,internal_17,11,,,,0,0,
JAJZOM01,monophyletic,internal_32,9,,,,0,0,
JAJZXY01,monophyletic,internal_24,5,,,,0,0,
JAJZYD01,monophyletic,internal_14,17,,,,0,0,
JAJZYL01,monophyletic,internal_20,3,,,,0,0,
JAJZYW01,monophyletic,internal_14,4,,,,0,0,
JAKAAX01,monophyletic,internal_27,4,,,,0,0,
JAKAFX01,monophyletic,internal_30,5,,,,0,0,
JAKAKT01,monophyletic,internal_17,3,,,,0,0,
JAKALW01,monophyletic,internal_15,2,,,,0,0,
JAKAPW01,monophyletic,internal_20,2,,,,0,0,
JAKATE01,monophyletic,internal_27,3,,,,0,0,
JAKATK01,monophyletic,internal_16,5,,,,0,0,
JAKATY01,monophyletic,internal_15,5,,,,0,0,
JAKAUU01,monophyletic,internal_18,7,,,,0,0,
JAKAVK01,monophyletic,internal_16,12,,,,0,0,
JAKAWC01,monophyletic,internal_14,2,,,,0,0,
JAKAWJ01,monophyletic,internal_17,2,,,,0,0,
JAKAWW01,monophyletic,internal_17,5,,,,0,0,
JAKAYB01,monophyletic,internal_31,2,,,,0,0,
JAKBQS01,monophyletic,internal_17,3,,,,0,0,
JAKIVR01,monophyletic,internal_26,8,,,,0,0,
JAKIWV01,monophyletic,internal_25,9,,,,0,0,
JAKLIN01,monophyletic,internal_31,13,,,,0,0,
JAKQTP01,monophyletic,internal_14,10,,,,0,0,
JAKUTA01,monophyletic,internal_21,5,,,,0,0,
JALDAJ01,monophyletic,internal_13,2,,,,0,0,
JALGVJ01,monophyletic,internal_23,2,,,,0,0,
JALHTG01,monophyletic,internal_24,7,,,,0,0,
JALIDP01,monophyletic,internal_13,4,,,,0,0,
JALNYB01,monophyletic,internal_34,2,,,,0,0,
JALOTP01,monophyletic,internal_23,3,,,,0,0,
JALTFR01,monophyletic,internal_23,2,,,,0,0,
JALTXS01,monophyletic,internal_22,2,,,,0,0,
JALUTC01,monophyletic,internal_9,2,,,,0,0,
JALVKT01,monophyletic,internal_24,3,,,,0,0,
JALWGO01,monophyletic,internal_20,4,,,,0,0,
JALWTO01,monophyletic,internal_23,2,,,,0,0,
JAMCSO01,monophyletic,internal_16,3,,,,0,0,
JAMCYB01,monophyletic,internal_15,4,,,,0,0,
JAMCYG01,monophyletic,internal_12,3,,,,0,0,
JAMCYM01,monophyletic,internal_17,4,,,,0,0,
JAMCYW01,monophyletic,internal_18,4,,,,0,0,
JAMDBQ01,monophyletic,internal_17,2,,,,0,0,
JAMDBT01,monophyletic,internal_30,3,,,,0,0,
JANQNI01,monophyletic,internal_22,3,,,,0,0,
JANXDM01,monophyletic,internal_19,2,,,,0,0,
JANXDZ01,monophyletic,internal_19,3,,,,0,0,
JANXEA01,monophyletic,internal_24,2,,,,0,0,
JANXEB01,monophyletic,internal_17,2,,,,0,0,
JANXEG01,monophyletic,internal_22,2,,,,0,0,
JANXER01,monophyletic,internal_15,2,,,,0,0,
JANXEW01,monophyletic,internal_23,5,,,,0,0,
JAOAIV01,monophyletic,internal_37,6,,,,0,0,
JAOAJC01,monophyletic,internal_26,5,,,,0,0,
JAOAJF01,monophyletic,internal_18,3,,,,0,0,
JAOAKM01,monophyletic,internal_17,2,,,,0,0,
JAOUEZ01,monophyletic,internal_25,2,,,,0,0,
JAOUKN01,monophyletic,internal_26,2,,,,0,0,
JAOZGB01,monophyletic,internal_11,2,,,,0,0,
JAOZGV01,monophyletic,internal_23,2,,,,0,0,
JAOZHU01,monophyletic,internal_34,5,,,,0,0,
JAPDJP01,monophyletic,internal_19,4,,,,0,0,
JAPKYM01,monophyletic,internal_27,2,,,,0,0,
JAPLUY01,monophyletic,internal_20,2,,,,0,0,
JAPLVB01,monophyletic,internal_21,5,,,,0,0,
JAPLVR01,monophyletic,internal_20,2,,,,0,0,
JAPLVS01,monophyletic,internal_20,4,,,,0,0,
JAPLWW01,monophyletic,internal_19,3,,,,0,0,
JAPLYB01,monophyletic,internal_17,6,,,,0,0,
JAPLZO01,monophyletic,internal_16,2,,,,0,0,
JAPOPJ01,monophyletic,internal_34,3,,,,0,0,
JAQBWB01,monophyletic,internal_29,2,,,,0,0,
JAQTMY01,monophyletic,internal_19,3,,,,0,0,
JAQTSF01,monophyletic,internal_19,3,,,,0,0,
JAQTTP01,monophyletic,internal_12,3,,,,0,0,
JAQTTT01,monophyletic,internal_13,5,,,,0,0,
JAQUOT01,monophyletic,internal_17,2,,,,0,0,
JAQUUA01,monophyletic,internal_28,2,,,,0,0,
JAQUYS01,monophyletic,internal_28,4,,,,0,0,
JAQVBP01,monophyletic,internal_19,2,,,,0,0,
JAQZDA01,monophyletic,internal_15,3,,,,0,0,
JARBAU01,monophyletic,internal_28,7,,,,0,0,
JARUKX01,monophyletic,internal_27,2,,,,0,0,
JARYMC01,monophyletic,internal_19,2,,,,0,0,
JASEFH01,monophyletic,internal_17,2,,,,0,0,
JASEGC01,monophyletic,internal_17,3,,,,0,0,
JASEJA01,monophyletic,internal_28,5,,,,0,0,
JASHOD01,monophyletic,internal_25,5,,,,0,0,
JASKKU01,monophyletic,internal_14,3,,,,0,0,
JASLWR01,monophyletic,internal_21,2,,,,0,0,
JASMAB01,monophyletic,internal_27,2,,,,0,0,
JASMDC01,monophyletic,internal_4,2,,,,0,0,
JAUSFM01,monophyletic,internal_25,2,,,,0,0,
JAUSIK01,monophyletic,internal_24,10,,,,0,0,
JAUSKC01,monophyletic,internal_27,3,,,,0,0,
JAUVHP01,monophyletic,internal_34,2,,,,0,0,
JAUWDF01,monophyletic,internal_27,2,,,,0,0,
JAUWPB01,monophyletic,internal_33,2,,,,0,0,
JAUWTD01,monophyletic,internal_14,2,,,,0,0,
JAUWWG01,monophyletic,internal_23,3,,,,0,0,
JAUWWH01,monophyletic,internal_22,3,,,,0,0,
JAUWXC01,monophyletic,internal_16,4,,,,0,0,
JAUWYM01,monophyletic,internal_23,4,,,,0,0,
JAUWZS01,monophyletic,internal_19,3,,,,0,0,
JAUYQE01,monophyletic,internal_24,3,,,,0,0,
JAVRLB01,monophyletic,internal_24,3,,,,0,0,
JAVRLH01,monophyletic,internal_25,4,,,,0,0,
JAVRLS01,monophyletic,internal_25,2,,,,0,0,
JAVZCJ01,monophyletic,internal_16,3,,,,0,0,
JAVZDR01,monophyletic,internal_15,2,,,,0,0,
JAVZFM01,monophyletic,internal_20,2,,,,0,0,
JAVZGN01,monophyletic,internal_17,4,,,,0,0,
JAVZGQ01,monophyletic,internal_18,9,,,,0,0,
JAVZHQ01,monophyletic,internal_21,6,,,,0,0,
JAVZIQ01,monophyletic,internal_24,2,,,,0,0,
JAVZJR01,monophyletic,internal_24,7,,,,0,0,
JAVZLH01,monophyletic,internal_27,3,,,,0,0,
JAVZLQ01,monophyletic,internal_26,4,,,,0,0,
JAVZMU01,monophyletic,internal_25,5,,,,0,0,
JAVZOV01,monophyletic,internal_15,2,,,,0,0,
JAVZYK01,monophyletic,internal_18,3,,,,0,0,
JAWAAW01,monophyletic,internal_27,8,,,,0,0,
JAWABC01,monophyletic,internal_16,4,,,,0,0,
JAWABM01,monophyletic,internal_14,2,,,,0,0,
JAWABT01,monophyletic,internal_30,2,,,,0,0,
JAWADS01,monophyletic,internal_18,2,,,,0,0,
JAWAFA01,monophyletic,internal_15,2,,,,0,0,
JAWAFC01,monophyletic,internal_16,2,,,,0,0,
JAWAFD01,monophyletic,internal_16,3,,,,0,0,
JAWAPU01,monophyletic,internal_15,2,,,,0,0,
JAWAQC01,monophyletic,internal_19,2,,,,0,0,
JAWAWX01,monophyletic,internal_25,2,,,,0,0,
JAWBMQ01,monophyletic,internal_12,2,,,,0,0,
JAWBOD01,monophyletic,internal_17,2,,,,0,0,
JAWBOW01,monophyletic,internal_15,2,,,,0,0,
JAWBSP01,monophyletic,internal_11,3,,,,0,0,
JAWCKV01,monophyletic,internal_16,2,,,,0,0,
JAWCLZ01,monophyletic,internal_15,3,,,,0,0,
JAWCNN01,monophyletic,internal_28,2,,,,0,0,
JAWCPE01,monophyletic,internal_17,2,,,,0,0,
JAWCQZ01,monophyletic,internal_16,2,,,,0,0,
JAWVZS01,monophyletic,internal_33,5,,,,0,0,
JAXHTN01,monophyletic,internal_18,2,,,,0,0,
JAXINT01,monophyletic,internal_13,2,,,,0,0,
JAYEIH01,monophyletic,internal_14,2,,,,0,0,
JAYEJG01,monophyletic,internal_23,2,,,,0,0,
JAYEPK01,monophyletic,internal_25,3,,,,0,0,
JAZDEL01,monophyletic,internal_19,2,,,,0,0,
JAZDGU01,monophyletic,internal_12,2,,,,0,0,
JAZDHV01,monophyletic,internal_23,2,,,,0,0,
JAZDKJ01,monophyletic,internal_25,2,,,,0,0,
JAZFTJ01,monophyletic,internal_13,2,,,,0,0,
JAZGEG01,monophyletic,internal_22,4,,,,0,0,
JAZKSG01,monophyletic,internal_25,5,,,,0,0,
JBAWVI01,monophyletic,internal_15,2,,,,0,0,
JBAZDV01,monophyletic,internal_32,2,,,,0,0,
JBBDNF01,monophyletic,internal_26,5,,,,0,0,
JBBIPP01,monophyletic,internal_8,2,,,,0,0,
JBBIQH01,monophyletic,internal_24,3,,,,0,0,
JBBSWA01,monophyletic,internal_25,3,,,,0,0,
JBBSWB01,monophyletic,internal_26,2,,,,0,0,
JBBSXB01,monophyletic,internal_39,2,,,,0,0,
JBBSXG01,monophyletic,internal_17,2,,,,0,0,
JBBSXW01,monophyletic,internal_21,2,,,,0,0,
JBBSYQ01,monophyletic,internal_31,2,,,,0,0,
JBBSZK01,monophyletic,internal_24,9,,,,0,0,
JBDGPU01,monophyletic,internal_29,2,,,,0,0,
JBDGRD01,monophyletic,internal_14,2,,,,0,0,
JBDGSM01,monophyletic,internal_15,3,,,,0,0,
JBDREA01,monophyletic,internal_11,2,,,,0,0,
JBDRJD01,monophyletic,internal_21,2,,,,0,0,
JBDRNB01,monophyletic,internal_19,2,,,,0,0,
JBEKCD01,monophyletic,internal_35,5,,,,0,0,
JBEKIG01,monophyletic,internal_21,2,,,,0,0,
JBEQAZ01,monophyletic,internal_16,3,,,,0,0,
JBFGSX01,monophyletic,internal_21,4,,,,0,0,
JBFJVP01,monophyletic,internal_21,3,,,,0,0,
JBFJXH01,monophyletic,internal_20,2,,,,0,0,
JBFKXH01,monophyletic,internal_22,2,,,,0,0,
JBFMAP01,monophyletic,internal_16,2,,,,0,0,
JBFYKJ01,monophyletic,internal_8,2,,,,0,0,
JBGOYZ01,monophyletic,internal_18,2,,,,0,0,
JBGPAV01,monophyletic,internal_38,2,,,,0,0,
JBGPQP01,monophyletic,internal_22,5,,,,0,0,
JBGQMW01,monophyletic,internal_34,3,,,,0,0,
JBHLKK01,monophyletic,internal_15,3,,,,0,0,
JBHPFA01,monophyletic,internal_15,2,,,,0,0,
JBNJGT01,monophyletic,internal_27,3,,,,0,0,
JWKY01,monophyletic,internal_39,4,,,,0,0,
JdFR-19,monophyletic,internal_16,2,,,,0,0,
JdFR-22,monophyletic,internal_18,5,,,,0,0,
JdFR-37,monophyletic,internal_18,2,,,,0,0,
JdFR-43,monophyletic,internal_21,5,,,,0,0,
Jordiarchaeum,monophyletic,internal_15,6,,,,0,0,
KLAP105,monophyletic,internal_20,2,,,,0,0,
KM4347-05,monophyletic,internal_21,4,,,,0,0,
Kariarchaeum,monophyletic,internal_23,2,,,,0,0,
Kmv04,monophyletic,internal_18,2,,,,0,0,
Korarchaeum,monophyletic,internal_14,21,,,,0,0,
LC-2,monophyletic,internal_24,2,,,,0,0,
LFW-46,monophyletic,internal_11,2,,,,0,0,
LKUD01,monophyletic,internal_17,3,,,,0,0,
LW40-45,monophyletic,internal_24,10,,,,0,0,
Loki-b32,monophyletic,internal_26,54,,,,0,0,
Lokiarchaeum,monophyletic,internal_24,2,,,,0,0,
Lutacidiplasma,monophyletic,internal_26,150,,,,0,0,
M55A3,monophyletic,internal_22,2,,,,0,0,
M9B1D,monophyletic,internal_29,2,,,,0,0,
MFWN01,monophyletic,internal_20,3,,,,0,0,
MGIIa-I,monophyletic,internal_21,8,,,,0,0,
MGIIa-K1,monophyletic,internal_23,38,,,,0,0,
MGIIa-K2,monophyletic,internal_23,4,,,,0,0,
MGIIa-L1,monophyletic,internal_25,72,,,,0,0,
MGIIa-L2,monophyletic,internal_23,37,,,,0,0,
MGIIa-L3,monophyletic,internal_25,13,,,,0,0,
MGIIa-L4,monophyletic,internal_25,2,,,,0,0,
MGIIb-N1,monophyletic,internal_23,12,,,,0,0,
MGIIb-N2,monophyletic,internal_23,15,,,,0,0,
MGIIb-O1,monophyletic,internal_24,27,,,,0,0,
MGIIb-O2,monophyletic,internal_26,18,,,,0,0,
MGIIb-O3,monophyletic,internal_26,13,,,,0,0,
MGIIb-O5,monophyletic,internal_26,22,,,,0,0,
MGIIb-P,monophyletic,internal_22,24,,,,0,0,
MGIIb-Q1,monophyletic,internal_21,21,,,,0,0,
MP5-2226,monophyletic,internal_20,7,,,,0,0,
MTP4,monophyletic,internal_20,6,,,,0,0,
MVRC01,monophyletic,internal_32,3,,,,0,0,
MVRE01,monophyletic,internal_19,11,,,,0,0,
MWBV01,monophyletic,internal_33,24,,,,0,0,
Mancarchaeum,monophyletic,internal_18,3,,,,0,0,
Metallosphaera,monophyletic,internal_23,6,,,,0,0,
Methanarcanum,monophyletic,internal_33,12,,,,0,0,
Methanarmilla,monophyletic,internal_17,8,,,,0,0,
Methanimicrococcus,monophyletic,internal_20,11,,,,0,0,
Methanobacterium,monophyletic,internal_17,27,,,,0,0,
Methanobacterium_A,monophyletic,internal_18,19,,,,0,0,
Methanobacterium_B,monophyletic,internal_19,32,,,,0,0,
Methanobacterium_C,monophyletic,internal_19,5,,,,0,0,
Methanobacterium_D,monophyletic,internal_15,23,,,,0,0,
Methanobacterium_F,monophyletic,internal_13,4,,,,0,0,
Methanobaculum,monophyletic,internal_16,2,,,,0,0,
Methanobinarius,monophyletic,internal_16,6,,,,0,0,
Methanobrevibacter,monophyletic,internal_17,26,,,,0,0,
Methanobrevibacter_A,monophyletic,internal_16,4,,,,0,0,
Methanocalculus,monophyletic,internal_14,9,,,,0,0,
Methanocaldococcus,monophyletic,internal_5,17,,,,0,0,
Methanocatella,monophyletic,internal_16,103,,,,0,0,
Methanocella,monophyletic,internal_15,6,,,,0,0,
Methanocella_A,monophyletic,internal_16,8,,,,0,0,
Methanococcoides,monophyletic,internal_22,13,,,,0,0,
Methanococcus,monophyletic,internal_8,7,,,,0,0,
Methanocomedens_A,monophyletic,internal_18,8,,,,0,0,
Methanocomedens_B,monophyletic,internal_18,8,,,,0,0,
Methanocorpusculum,monophyletic,internal_14,45,,,,0,0,
Methanocrinis,monophyletic,internal_18,16,,,,0,0,
Methanoculleus,monophyletic,internal_19,48,,,,0,0,
Methanoculleus_A,monophyletic,internal_18,3,,,,0,0,
